PlanTable,ItemID,OptionPhase,PackID,Description,OnlineDescription,Qty,UOM,SellEach,CostEach,ExtPrice,ExtCost,MarginDollar,MarginPercent,Category,PriceLevel,CostUOM,BlendCost,AvgCost
plan_2336B_ParrTakeoff,5121612DF18GL,,|20B MAIN FLOOR WALLS,,5-1/2X16-1/2 GLAM LF,20,LF,29,24.65,580,493,$4.35 ,15.00%,2006,10,24.65,,
plan_2336B_ParrTakeoff,6612HF2TICGC,,|20B MAIN FLOOR WALLS,,6X6-12' #2 HF TRTD GC ICT,2,MBF,1681,48.5226216,121.03,97.0452432,$333.15 ,19.82%,3004,09,1347.8506,,
plan_2336B_ParrTakeoff,MF09128EA,,|20B MAIN FLOOR WALLS,,5/8-11 HEX NUT HDG 25#,8,EA,0.95,0.181,7.6,1.448,$0.77 ,80.95%,4503,05,0.181,,
plan_2336B_ParrTakeoff,MF05351EA,,|20B MAIN FLOOR WALLS,,1-8 FIN HEX NUT 25#,4,EA,1.89,0.5964,7.56,2.3856,$1.29 ,68.44%,4503,05,0.5964,,
plan_2336B_ParrTakeoff,HTT4,,|20B MAIN FLOOR WALLS,,"SIMPSON 12-3/8"" TENSION TIE EA",8,EA,19.67,15.34,157.36,122.72,$4.33 ,22.01%,4502,05,15.34,,
plan_2336B_ParrTakeoff,WSWH18X8,,|20B MAIN FLOOR WALLS,,18X8 SIMPSON STRONGWALL,2,EA,557.4,418.05,1114.8,836.1,$139.35 ,25.00%,1,l5,418.05,,
plan_2336B_ParrTakeoff,A35,,|20B MAIN FLOOR WALLS,,"1-7/16X4-1/2"" FRAMING ANCHOR",20,EA,0.53,0.41,10.6,8.2,$0.12 ,22.64%,4502,05,0.41,,
plan_2336B_ParrTakeoff,ABU66Z,,|20B MAIN FLOOR WALLS,,ABU66 6X6 ADJ. POST Z-MAX,2,EA,41.35,32.2501,82.7,64.5002,$9.10 ,22.01%,4502,05,32.2501,,
plan_2336B_ParrTakeoff,STB2-62412EA,,|20B MAIN FLOOR WALLS,,5/8 X4-1/2 STRONG-BOLT2 ANCHOR,2,EA,2.39,1.19,4.78,2.38,$1.20 ,50.21%,4520,05,1.19,,
plan_2336B_ParrTakeoff,LCE4Z,,|20B MAIN FLOOR WALLS,,SIMPSON LCE4 POST CAP Z-MAX,4,EA,6.64,5.1798,26.56,20.7192,$1.46 ,21.99%,4502,05,5.1798,,
plan_2336B_ParrTakeoff,14114TTECRIM16,,|30B 2ND FLOOR SYSTEM,,"1-1/4X14"" TOLKO LSL RIM 16'",10,EA,77.69,64.48,776.9,644.8,$13.21 ,17.00%,1,l5,64.48,,
plan_2336B_ParrTakeoff,1212OSBS,,|30B 2ND FLOOR SYSTEM,,"5/4""X12""-12' STEP TREAD OSB",5,EA,23.49,16.5118,117.45,82.559,$6.98 ,29.71%,5603,11,16.5118,,
plan_2336B_ParrTakeoff,2420DF,,|30B 2ND FLOOR SYSTEM,,2X4-20' STD&BTR DF,3,MBF,634.83,7.264851333,25.39,21.794554,$89.83 ,14.15%,2503,09,545.0001,,
plan_2336B_ParrTakeoff,288DF2,,|30B 2ND FLOOR SYSTEM,,2X8-8' #2&BTR DF,3,MBF,640.45,5.866848933,20.5,17.6005468,$90.45 ,14.12%,2503,09,549.9999,,
plan_2336B_ParrTakeoff,21220DF2,,|30B 2ND FLOOR SYSTEM,,2X12-20' #2&BTR DF,3,MBF,636.36,28.8,76.36,86.4,($83.64),-13.14%,2503,09,720,,
plan_2336B_ParrTakeoff,LSCZ,,|30B 2ND FLOOR SYSTEM,,LSCZ ADJ STAIR STRINGER CONN,6,EA,2.29,1.79,13.74,10.74,$0.50 ,21.83%,4502,05,1.79,,
plan_2336B_ParrTakeoff,LUS28,,|30B 2ND FLOOR SYSTEM,,LUS28 JOIST HANGER 2X8,4,EA,1.37,1.07,5.48,4.28,$0.30 ,21.90%,4502,05,1.07,,
plan_2336B_ParrTakeoff,78TGOSBWGOFF,,|32B 2ND FLOOR SUBFLOOR,,"7/8""4X8 T&G OSB EDGGLD SIF FF",48,MSF,773.26,23.1039968,1187.73,1108.991846,$51.26 ,6.63%,3507,08,721.9999,,
plan_2336B_ParrTakeoff,SFG,,|32B 2ND FLOOR SUBFLOOR,,BFS SUB FLR GLUE 28OZ,12,EA,4.08,3.3893,48.96,40.6716,$0.69 ,16.93%,4203,01,3.3893,,
plan_2336B_ParrTakeoff,2414DF,,|34B 2ND FLOOR WALLS,,2X4-14' STD&BTR DF,26,MBF,634.83,5.086485,154.05,132.24861,$89.83 ,14.15%,2503,09,545,,
plan_2336B_ParrTakeoff,24DF,,|34B 2ND FLOOR WALLS,,2X4-RL STD&BTR DF,1000,MBF,634.83,0.363514867,423.43,363.5148666,$89.83 ,14.15%,2503,09,544.9998,,
plan_2336B_ParrTakeoff,26DF2,,|34B 2ND FLOOR WALLS,,2X6-RL #2&BTR DF,800,MBF,556.18,0.4750002,444.94,380.00016,$81.18 ,14.60%,2503,09,475.0002,,
plan_2336B_ParrTakeoff,249258DF,,|34B 2ND FLOOR WALLS,,"2X4-92-5/8"" STUD DF PET",256,MBF,431.82,1.919880533,589.54,491.4894165,$71.82 ,16.63%,2505,09,360.0001,,
plan_2336B_ParrTakeoff,269258DF,,|34B 2ND FLOOR WALLS,,"2X6-92-5/8"" STUD DF PET",191,MBF,397.73,2.6399992,607.73,504.2398472,$67.73 ,17.03%,2505,09,329.9999,,
plan_2336B_ParrTakeoff,716OSB10,,|34B 2ND FLOOR WALLS,,"7/16""4X10 OSB RTD",40,MSF,330.68,11.316516,529.09,452.66064,$47.77 ,14.45%,3506,08,282.9129,,
plan_2336B_ParrTakeoff,MSTC48B3,,|34B 2ND FLOOR WALLS,,"SIMPSON 48"" PRE-BENT STRAP TIE",4,EA,22.72,17.7201,90.88,70.8804,$5.00 ,22.01%,4502,05,17.7201,,
plan_2336B_ParrTakeoff,488GDF2,,|34B 2ND FLOOR WALLS,,4X8-8' #2 DF GRN,3,MBF,815.48,13.75978713,52.19,41.2793614,$170.48 ,20.91%,2201,09,645.0001,,
plan_2336B_ParrTakeoff,4812GDF2,,|34B 2ND FLOOR WALLS,,4X8-12' #2 DF GRN,1,MBF,815.48,20.6399968,26.1,20.6399968,$170.48 ,20.91%,2201,09,644.9999,,
plan_2336B_ParrTakeoff,4814GDF2,,|34B 2ND FLOOR WALLS,,4X8-14' #2 DF GRN,1,MBF,815.48,24.079785,30.44,24.079785,$170.48 ,20.91%,2201,09,645,,
plan_2336B_ParrTakeoff,24DF,,|40B ROOF,,2X4-RL STD&BTR DF,350,MBF,634.83,0.363514867,148.2,127.2302033,$89.83 ,14.15%,2503,09,544.9998,,
plan_2336B_ParrTakeoff,26DF2,,|40B ROOF,,2X6-RL #2&BTR DF,440,MBF,556.18,0.4750002,244.72,209.000088,$81.18 ,14.60%,2503,09,475.0002,,
plan_2336B_ParrTakeoff,28DF2,,|40B ROOF,,2X8-RL #2&BTR DF,50,MBF,647.73,0.731500266,43.07,36.5750133,$97.73 ,15.09%,2503,09,550.0002,,
plan_2336B_ParrTakeoff,716OSB,,|40B ROOF,,"7/16""4X8 OSB RTD",64,MSF,307.95,8.7398496,630.68,559.3503744,$34.83 ,11.31%,3506,08,273.1203,,
plan_2336B_ParrTakeoff,SS7648CS,,|40B ROOF,,4X8 TX SOFFIT SMART STRAND 76,17,MSF,1758.82,47.8399968,956.8,813.2799456,$263.82 ,15.00%,3905,09,1494.9999,,
plan_2336B_ParrTakeoff,ARS28RA,,|40B ROOF,,"ARS28 ""SUPER ANCHOR"" ROOF",2,EA,65.49,41.8812,130.98,83.7624,$23.61 ,36.05%,4107,06,41.8812,,
plan_2336B_ParrTakeoff,PSCL1/2EA,,|40B ROOF,,"1/2"" STEEL PLYWOOD CLIP (EA)",250,EA,0.08,0.0601,20,15.025,$0.02 ,24.88%,4502,05,0.0601,,
plan_2336B_ParrTakeoff,9125DW,,|58B HOUSEWRAP,,9'X125' TYVEK DRAINWRAP,4,EA,264.99,199.9999,1059.96,799.9996,$64.99 ,24.53%,4202,08,199.9999,,
plan_2336B_ParrTakeoff,475TF,,|58B HOUSEWRAP,,"4""X75' TYVEK FLASHING TAPE",4,EA,44.09,33.2274,176.36,132.9096,$10.86 ,24.64%,4201,08,33.2274,,
plan_2336B_ParrTakeoff,TTAPE3-164,,|58B HOUSEWRAP,,"3""X164' TYVEK WHITE TAPE",4,EA,22.19,16.645,88.76,66.58,$5.55 ,24.99%,4201,08,16.645,,
plan_2336B_ParrTakeoff,CH38SP,,|58B HOUSEWRAP,,"3/8"" STINGER STAPLE PAC 2016CT",1,EA,56.64,44.1771,56.64,44.1771,$12.46 ,22.00%,4504,05,44.1771,,
plan_2336B_ParrTakeoff,HZ10814CMSP,,|60B EXTERIOR TRIM AND SIDING,,PLK PR CM SEL HZ10 8.25X12,350,MSF,1349.41,9.462749175,3896.42,3311.962211,$202.41 ,15.00%,3904,09,1146.9999,,
plan_2336B_ParrTakeoff,HZ1048CMP,,|60B EXTERIOR TRIM AND SIDING,,PAN PR CEDRML 4X8,6,MSF,1362.35,37.0560032,261.57,222.3360192,$204.35 ,15.00%,3904,09,1158.0001,,
plan_2336B_ParrTakeoff,HZ1049SMP,,|60B EXTERIOR TRIM AND SIDING,,PAN PR SMOOTH 4X9,5,MSF,1471.76,45.036,264.92,225.18,$220.76 ,15.00%,3904,09,1251,,
plan_2336B_ParrTakeoff,HZ10410SMP,,|60B EXTERIOR TRIM AND SIDING,,PAN PR SMOOTH 4X10,8,MSF,1471.76,50.040004,470.96,400.320032,$220.76 ,15.00%,3904,09,1251.0001,,
plan_2336B_ParrTakeoff,HZU1312RB,,|60B EXTERIOR TRIM AND SIDING,,TRM 4/4 BATT PR RG HZ 2.5X12',36,MSF,4714.12,10.0175,424.27,360.63,$707.12 ,15.00%,3904,09,4007,,
plan_2336B_ParrTakeoff,HZU54412RT,,|60B EXTERIOR TRIM AND SIDING,,TRM 5/4 PR RG HZ 3.5X12',72,MSF,5130.59,15.2635,1292.91,1098.972,$769.59 ,15.00%,3904,09,4361,,
plan_2336B_ParrTakeoff,HZU54612RT,,|60B EXTERIOR TRIM AND SIDING,,TRM 5/4 PR RG HZ 5.5X12',3,MSF,5130.59,23.98549945,84.65,71.95649835,$769.59 ,15.00%,3904,09,4360.9999,,
plan_2336B_ParrTakeoff,HZU54812RT,,|60B EXTERIOR TRIM AND SIDING,,TRM 5/4 PR RG HZ 7.25X12',2,MSF,5130.59,31.61725,74.39,63.2345,$769.59 ,15.00%,3904,09,4361,,
plan_2336B_ParrTakeoff,HZU541012RT,,|60B EXTERIOR TRIM AND SIDING,,TRM 5/4 PR RG HZ 9.25X12',2,MSF,5130.59,40.33925,94.92,80.6785,$769.59 ,15.00%,3904,09,4361,,
plan_2336B_ParrTakeoff,2820WWP,,|60B EXTERIOR TRIM AND SIDING,,"2""X8""-20' WW PRIMED",2,MBF,1487.21,34.10709033,79.32,68.21418067,$208.21 ,14.00%,2510,09,1278.9999,,
plan_2336B_ParrTakeoff,EM390073,,|60B EXTERIOR TRIM AND SIDING,,4X1-1/8X3/8 WHT HIGH BACK FLSH,19,EA,8.47,7.2001,160.93,136.8019,$1.27 ,14.99%,4206,09,7.2001,,
plan_2336B_ParrTakeoff,EM390075,,|60B EXTERIOR TRIM AND SIDING,,4X1-5/8X3/8 WHT HIGH BACK FLSH,2,EA,8.94,7.5999,17.88,15.1998,$1.34 ,14.99%,4206,09,7.5999,,
plan_2336B_ParrTakeoff,PPGPR101EB,,|60B EXTERIOR TRIM AND SIDING,,"5.5""X7.5""RECEPTACLE BLOCK RSTC",2,EA,11,9.3481,22,18.6962,$1.65 ,15.02%,3903,09,9.3481,,
plan_2336B_ParrTakeoff,PPG725MLBR,,|60B EXTERIOR TRIM AND SIDING,,"7.25""X9.5"" LIGHT BLOCK RUSTIC",2,EA,11.76,9.9999,23.52,19.9998,$1.76 ,14.97%,3903,09,9.9999,,
plan_2336B_ParrTakeoff,PPG3069558,,|60B EXTERIOR TRIM AND SIDING,,1X7.25X11.25 LRG LT BLOCK W/FL,2,EA,19.12,16.25,38.24,32.5,$2.87 ,15.01%,3903,09,16.25,,
plan_2336B_ParrTakeoff,4128JNTFLSHEA,,|60B EXTERIOR TRIM AND SIDING,,"4-1/2""X8"" POLY JNT FLASH EA PC",200,EA,0.37,0.2386,74,47.72,$0.13 ,35.51%,4107,06,0.2386,,
plan_2336B_ParrTakeoff,TX1WHT10,,|60B EXTERIOR TRIM AND SIDING,,TX1 TEXT POLY SEALANT WHT 10OZ,90,EA,5.66,4.7,509.4,423,$0.96 ,16.96%,4203,01,4.7,,
plan_2336B_ParrTakeoff,GRC7R92HG1,,|60B EXTERIOR TRIM AND SIDING,,"2-3/16""X.092 WIRE HDG RNG 1.2M",2,BOX,32.62,25.4399,65.24,50.8798,$7.18 ,22.01%,4504,05,25.4399,,
plan_2336B_ParrTakeoff,GRF162M,,|60B EXTERIOR TRIM AND SIDING,,"2"" 16GA FINISH NAIL GALV 1M",2,BOX,8.77,6.84,17.54,13.68,$1.93 ,22.01%,4505,05,6.84,,
plan_2336B_ParrTakeoff,RO249088,,|60B EXTERIOR TRIM AND SIDING,,PAINTERS TOUCH PRIMER 2X GRAY,1,EA,6.99,4.66,6.99,4.66,$2.33 ,33.33%,4510,05,4.66,,
plan_2336B_ParrTakeoff,QRBR38120,,|60B EXTERIOR TRIM AND SIDING,,"CAULK BACKER ROD 3/8"" X 120'",1,EA,19.99,10.48,19.99,10.48,$9.51 ,47.57%,4510,05,10.48,,
plan_2336B_ParrTakeoff,QFPE30BA,,|60B EXTERIOR TRIM AND SIDING,,E-3/0B-A 1-3/8 FLASHING PANEL,4,EA,6.14,5.2166,24.56,20.8664,$0.92 ,15.04%,4206,09,5.2166,,
plan_2336B_ParrTakeoff,QFP50,,|60B EXTERIOR TRIM AND SIDING,,P-50 QUICKFLASH PANEL,2,EA,6.4,5.44,12.8,10.88,$0.96 ,15.00%,4206,09,5.44,,
plan1547e,24DF,,|10 FOUNDATION 1547e CFGJK,floor bracing,2X4-RL STD&BTR DF,80,MBF,634.83,0.363514867,33.87,29.08118933,$89.83 ,14.15%,2503,09,544.9998,,
plan1547e,2416HF3TICAG,,|10 FOUNDATION 1547e CFGJK,sill plate,2X4-16' #3 HF TRTD AG ICT,4,MBF,968.24,6.539150475,41.31,26.1566019,$355.21 ,36.69%,3002,09,613.0262,,
plan1547e,2616HF3TICAG,,|10 FOUNDATION 1547e CFGJK,sill plate,2X6-16' #3 HF TRTD AG ICT,7,MBF,872.94,10.0166384,97.77,70.1164688,$246.90 ,28.28%,3002,09,626.0399,,
plan1547e,288DF2,,|10 FOUNDATION 1547e CFGJK,crawl access,2X8-8' #2&BTR DF,1,MBF,640.45,5.866848933,6.83,5.866848933,$90.45 ,14.12%,2503,09,549.9999,,
plan1547e,4410GDF,,|10 FOUNDATION 1547e CFGJK,crawl post,4X4-10' STD&BTR DF GRN,3,MBF,714.29,7.854396969,28.57,23.56319091,$125.20 ,17.53%,2201,09,589.0945,,
plan1547e,468GDF2,,|10 FOUNDATION 1547e CFGJK,crawl post,4X6-8' #2&BTR DF GRN,1,MBF,630.95,8.9408768,10.1,8.9408768,$72.15 ,11.43%,2201,09,558.8048,,
plan1547e,4814GDF2,,|10 FOUNDATION 1547e CFGJK,floor beam,4X8-14' #2 DF GRN,1,MBF,815.48,24.079785,30.44,24.079785,$170.48 ,20.91%,2201,09,645,,
plan1547e,4820GDF2,,|10 FOUNDATION 1547e CFGJK,floor beam,4X8-20' #2 DF GRN,11,MBF,815.48,34.399785,478.41,378.397635,$170.48 ,20.91%,2201,09,645,,
plan1547e,612100B,,|10 FOUNDATION 1547e CFGJK,blk visqueen,12'X100' 6 MIL BLACK POLY,1,EA,52.49,39.37,52.49,39.37,$13.12 ,25.00%,4201,08,39.37,,
plan1547e,716OSB,,|10 FOUNDATION 1547e CFGJK,gusset,"7/16""4X8 OSB RTD",2,MSF,307.95,8.7398496,19.71,17.4796992,$34.83 ,11.31%,3506,08,273.1203,,
plan1547e,BP5/8-3HDG,,|10 FOUNDATION 1547e CFGJK,bearing plates,"5/8"" 3X3 BEARING PLATE HDG",70,EA,0.67,0.5199,46.9,36.393,$0.15 ,22.40%,4502,05,0.5199,,
plan1547e,DUNSHINGLE,,|10 FOUNDATION 1547e CFGJK,bundles,DUNNAGE SHINGLES,1,BDL,26.99,17.2601,26.99,17.2601,$9.73 ,36.05%,4107,06,17.2601,,
plan1547e,A34,,|10 FOUNDATION 1547e CFGJK,crawl post,SIMPSON A34 FRAMNG ANCHOR,20,EA,0.49,0.3799,9.8,7.598,$0.11 ,22.47%,4502,05,0.3799,,
plan1547e,LUS28,,|10 FOUNDATION 1547e CFGJK,crawl access hanger,LUS28 JOIST HANGER 2X8,4,EA,1.37,1.07,5.48,4.28,$0.30 ,21.90%,4502,05,1.07,,
plan1547e,ITW1508SD,,|10 FOUNDATION 1547e CFGJK,crawl post,"1"" DRIVE PIN W/ WASHER 100/BOX",1,BOX,19.99,8.6,19.99,8.6,$11.39 ,56.98%,4503,05,8.6,,
plan1547e,SS550,,|10 FOUNDATION 1547e CFGJK,sill sealer,"SILL SEALER 5.5"" X 50'",4,EA,7.99,4.91,31.96,19.64,$3.08 ,38.55%,3704,08,4.91,,
plan1547e,248DF,,|10 FOUNDATION 1547e CFGJK,trash bin,2X4-8' STD&BTR DF,8,MBF,634.83,2.90485,27.07,23.2388,$89.83 ,14.15%,2503,09,545,,
plan1547e,716OSB,,|10 FOUNDATION 1547e CFGJK,trash bin,"7/16""4X8 OSB RTD",2,MSF,307.95,8.7398496,19.71,17.4796992,$34.83 ,11.31%,3506,08,273.1203,,
plan1547e,118TGOSBWGOFF,,|18 MAIN SUBFLOOR 1547e CFGJK,floor sheathing,"1-1/8""4X8 T&G OSB EDGGLD SIF",21,MSF,1017.44,29.5039968,683.72,619.5839328,$95.44 ,9.38%,3507,08,921.9999,,
plan1547e,SFG,,|18 MAIN SUBFLOOR 1547e CFGJK,floor glue,BFS SUB FLR GLUE 28OZ,7,EA,4.08,3.3893,28.56,23.7251,$0.69 ,16.93%,4203,01,3.3893,,
plan1547e,OSBSTRIPS,,|20rf MAIN WALLS READYFRAME 1547e CFGJK,filler,"7/16"" X 3 1/2"" X 8' OSB STRIPS",1,EA,1.39,1.1351,1.39,1.1351,$0.25 ,18.34%,3511,08,1.1351,,
plan1547e,7165128OSB,,|20rf MAIN WALLS READYFRAME 1547e CFGJK,filler,"7/16""5-1/2""X8 OSB NON-RTD",7,MSF,411,1.287117,10.55,9.009819,$60.00 ,14.60%,3506,08,351,,
plan1547e,26SBB,,|20rf MAIN WALLS READYFRAME 1547e CFGJK,blocking,2X6 22-7/16 SOLID BIRD BLOCK,22,BOM,0.72,0.54,15.84,11.88,$0.18 ,25.00%,2510,09,0.54,,
plan1547e,24DF,,|20rf MAIN WALLS READYFRAME 1547e CFGJK,plate,2X4-RL STD&BTR DF,272,MBF,634.83,0.363514867,115.17,98.87604372,$89.83 ,14.15%,2503,09,544.9998,,
plan1547e,26DF2,,|20rf MAIN WALLS READYFRAME 1547e CFGJK,trimmers,2X6-RL #2&BTR DF,764,MBF,556.18,0.4750002,424.92,362.9001528,$81.18 ,14.60%,2503,09,475.0002,,
plan1547e,48GDF2,,|20rf MAIN WALLS READYFRAME 1547e CFGJK,header,4X8-RL #2 DF GRN,29,MBF,815.48,2.360295,63.07,68.448555,($69.52),-8.53%,2201,09,885,,
plan1547e,410GDF2,,|20rf MAIN WALLS READYFRAME 1547e K,header,4X10-RL #2 DF GRN,8,MBF,815.48,2.677509889,21.74,21.42007911,$12.15 ,1.49%,2201,09,803.3333,,
plan1547e,48GDF2,,|20rf MAIN WALLS READYFRAME 1547e K,header,4X8-RL #2 DF GRN,-8,MBF,815.48,2.360295,-17.4,-18.88236,($69.52),-8.53%,2201,09,885,,
plan1547e,5121178DF18GL,,|20 MAIN WALLS 1547e CFGJK,garage header,5-1/2X11-7/8 GLAM LF,20,LF,20.78,17.6599,415.6,353.198,$3.12 ,15.01%,2006,10,17.6599,,
plan1547e,2410458DF,,|20 MAIN WALLS 1547e CFGJK,studs,"2X4-104-5/8"" STUD DF PET",130,MBF,511.36,2.58,398.86,335.4,$81.36 ,15.91%,2505,09,430,,
plan1547e,2610458DF,,|20 MAIN WALLS 1547e CFGJK,studs,"2X6-104-5/8"" STUD DF PET",112,MBF,517.24,3.87,521.38,433.44,$87.24 ,16.87%,2505,09,430,,
plan1547e,24DF,,|20 MAIN WALLS 1547e CFGJK,very top plate,2X4-RL STD&BTR DF,96,MBF,634.83,0.363514867,40.65,34.89742719,$89.83 ,14.15%,2503,09,544.9998,,
plan1547e,2414DF,,|20 MAIN WALLS 1547e CFGJK,bracing,2X4-14' STD&BTR DF,26,MBF,634.83,5.086485,154.05,132.24861,$89.83 ,14.15%,2503,09,545,,
plan1547e,2414DF,,|20 MAIN WALLS 1547e CFGJK,guard rail,2X4-14' STD&BTR DF,13,MBF,634.83,5.086485,77.02,66.124305,$89.83 ,14.15%,2503,09,545,,
plan1547e,26DF2,,|20 MAIN WALLS 1547e CFGJK,very top plate,2X6-RL #2&BTR DF,112,MBF,556.18,0.4750002,62.29,53.2000224,$81.18 ,14.60%,2503,09,475.0002,,
plan1547e,26DF2,,|20 MAIN WALLS 1547e CFGJK,blocking,2X6-RL #2&BTR DF,120,MBF,556.18,0.4750002,66.74,57.000024,$81.18 ,14.60%,2503,09,475.0002,,
plan1547e,688GDF2,,|20 MAIN WALLS 1547e CFGJK,front porch beam,6X8-8' #2 DF GRN,1,MBF,980,25.1413344,31.36,25.1413344,$194.33 ,19.83%,2201,09,785.6667,,
plan1547e,6612HF2TICGC,,|20 MAIN WALLS 1547e CFGJK,exterior post,6X6-12' #2 HF TRTD GC ICT,1,MBF,1681,48.5226216,60.52,48.5226216,$333.15 ,19.82%,3004,09,1347.8506,,
plan1547e,716OSB,,|20 MAIN WALLS 1547e CFGJK,wall sheathing,"7/16""4X8 OSB RTD",2,MSF,307.95,8.7398496,19.71,17.4796992,$34.83 ,11.31%,3506,08,273.1203,,
plan1547e,716OSB10,,|20 MAIN WALLS 1547e CFGJK,wall sheathing,"7/16""4X10 OSB RTD",18,MSF,330.68,11.316516,238.09,203.697288,$47.77 ,14.45%,3506,08,282.9129,,
plan1547e,LPFB410,,|20 MAIN WALLS 1547e CFGJK,fire wall detail,7/16 4X10 LP FLAMEBLOCK OSB,3,EA,2431.25,77.8,291.75,233.4,$486.25 ,20.00%,1,l5,1945,,
plan1547e,A35,,|20 MAIN WALLS 1547e CFGJK,post connection,"1-7/16X4-1/2"" FRAMING ANCHOR",6,EA,0.53,0.41,3.18,2.46,$0.12 ,22.64%,4502,05,0.41,,
plan1547e,ABU66Z,,|20 MAIN WALLS 1547e CFGJK,front porch post base,ABU66 6X6 ADJ. POST Z-MAX,1,EA,41.35,32.2501,41.35,32.2501,$9.10 ,22.01%,4502,05,32.2501,,
plan1547e,HDU4-SDS2.5,,|20 MAIN WALLS 1547e CFGJK,holddown,HDU4-SDS2.5 HOLDDOWN,2,EA,29.59,23.08,59.18,46.16,$6.51 ,22.00%,4502,05,23.08,,
plan1547e,HDU5-SDS2.5,,|20 MAIN WALLS 1547e CFGJK,holddown,"13-3/16"" PREDEFLECTED HOLDOWN",4,EA,35.12,27.39,140.48,109.56,$7.73 ,22.01%,4502,05,27.39,,
plan1547e,MF04685EA,,|20 MAIN WALLS 1547e CFGJK,holddown nut,5/8-11 FIN HEX NUT 25#,5,EA,0.69,0.1443,3.45,0.7215,$0.55 ,79.09%,4503,05,0.1443,,
plan1547e,LCE4Z,,|20 MAIN WALLS 1547e CFGJK,post cap,SIMPSON LCE4 POST CAP Z-MAX,-4,EA,6.64,5.1798,-26.56,-20.7192,$1.46 ,21.99%,4502,05,5.1798,,
plan1547e,CMSTC16,,|20 MAIN WALLS 1547e CFGJK,strap tie,CMSTC16 COILED STRAP 16GA,1,EA,202.08,157.6199,202.08,157.6199,$44.46 ,22.00%,4502,05,157.6199,,
plan1547e,MSTA24,,|20 MAIN WALLS 1547e CFGJK,strap tie,"24"" MEDIUM STRAP TIE SIMPSON",4,EA,1.63,1.27,6.52,5.08,$0.36 ,22.09%,4502,05,1.27,,
plan1547e,STB2-62500,,|20 MAIN WALLS 1547e CFGJK,post base anchor,"5/8 X 5"" STRONG-BOLT 2 ANCHOR",1,EA,2.59,1.3,2.59,1.3,$1.29 ,49.81%,4520,05,1.3,,
plan1547e,HDU4-SDS2.5,,|20 MAIN WALLS 1547e K,holddown,HDU4-SDS2.5 HOLDDOWN,2,EA,29.59,23.08,59.18,46.16,$6.51 ,22.00%,4502,05,23.08,,
plan1547e,6612HF2TICGC,,|20 MAIN WALLS 1547e K,exterior post,6X6-12' #2 HF TRTD GC ICT,1,MBF,1681,48.5226216,60.52,48.5226216,$333.15 ,19.82%,3004,09,1347.8506,,
plan1547e,ECCLR666HDG,,|20 MAIN WALLS 1547e K,post cap,"6X BEAM, 6X POST, 6X BEAM HDG ECCL RT",1,EA,357.64,268.23,357.64,268.23,$89.41 ,25.00%,1,l5,268.23,,
plan1547e,ECCLL666HDG,,|20 MAIN WALLS 1547e K,post cap,"6X BEAM, 6X POST, 6X BEAM HDG ECCL LEFT",1,EA,357.64,268.23,357.64,268.23,$89.41 ,25.00%,1,l5,268.23,,
plan1547e,ABU66Z,,|20 MAIN WALLS 1547e K,front porch post base,ABU66 6X6 ADJ. POST Z-MAX,1,EA,41.35,32.2501,41.35,32.2501,$9.10 ,22.01%,4502,05,32.2501,,
plan1547e,MF53495EA,,|20 MAIN WALLS 1547e K,post cap bolts,5/8-11X7 COARSE HEX BOLT GALV,12,EA,6.99,2.0927,83.88,25.1124,$4.90 ,70.06%,4503,05,2.0927,,
plan1547e,MF09128EA,,|20 MAIN WALLS 1547e K,post cap nuts,5/8-11 HEX NUT HDG 25#,12,EA,0.95,0.181,11.4,2.172,$0.77 ,80.95%,4503,05,0.181,,
plan1547e,STB2-62500,,|20 MAIN WALLS 1547e K,post base anchor,"5/8 X 5"" STRONG-BOLT 2 ANCHOR",1,EA,2.59,1.3,2.59,1.3,$1.29 ,49.81%,4520,05,1.3,,
plan1547e,HDU5-SDS2.5,,|20 MAIN WALLS 1547e K,holddown,"13-3/16"" PREDEFLECTED HOLDOWN",-4,EA,35.12,27.39,-140.48,-109.56,$7.73 ,22.01%,4502,05,27.39,,
plan1547e,MF04685EA,,|20 MAIN WALLS 1547e K,holddown nut,5/8-11 FIN HEX NUT 25#,-2,EA,0.69,0.1443,-1.38,-0.2886,$0.55 ,79.09%,4503,05,0.1443,,
plan1547e,LCE4Z,,|20 MAIN WALLS 1547e K,post cap,SIMPSON LCE4 POST CAP Z-MAX,-4,EA,6.64,5.1798,-26.56,-20.7192,$1.46 ,21.99%,4502,05,5.1798,,
plan1547e,10SWLG12-G,,|27 MAIN LEVEL SHAFTLINER 1547e CFGJK,shafterliner 2'x12',1 in x 2 ft x 12 ft GP DensGlass,33,EA,1835.29,37.44,1453.55,1235.52,$275.29 ,15.00%,1,l5,1560,,
plan1547e,200CRT-18-10,,|27 MAIN LEVEL SHAFTLINER 1547e CFGJK,c channel,"2 in x 10 ft x 25 Ga Steel C
Runner",10,EA,7.47,5.6,74.7,56,$1.87 ,25.03%,1,l5,5.6,,
plan1547e,200HS-18-12,,|27 MAIN LEVEL SHAFTLINER 1547e CFGJK,h channel,2 in x 12 ft x 25 Ga 18 mil Steel H Stud,15,EA,13.12,9.84,196.8,147.6,$3.28 ,25.00%,1,l5,9.84,,
